age,workclass,education,capital-gain-category,hours-per-week,occupation,income
57.0,Private,7th-8th,cat1,40.0,Machine-op-inspct,<=50K
73.0,Private,HS-grad,cat1,12.0,Other-service,<=50K
50.0,Federal-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
35.0,Private,Some-college,,45.0,Transport-moving,<=50K
27.0,Private,Some-college,cat1,45.0,Machine-op-inspct,<=50K
24.0,?,Some-college,cat1,40.0,?,<=50K
27.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
,Self-emp-not-inc,HS-grad,cat1,40.0,Craft-repair,<=50K
25.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
51.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
26.0,Private,10th,cat1,40.0,Adm-clerical,<=50K
47.0,Private,Some-college,,45.0,Adm-clerical,<=50K
40.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
58.0,Private,9th,cat1,40.0,Other-service,<=50K
25.0,Private,Some-college,cat1,40.0,Sales,<=50K
29.0,Private,HS-grad,cat1,18.0,Sales,<=50K
36.0,Private,11th,cat1,43.0,Transport-moving,<=50K
46.0,Private,HS-grad,,60.0,Exec-managerial,<=50K
69.0,Private,1st-4th,,4.0,Priv-house-serv,<=50K
,Private,HS-grad,cat2,40.0,Adm-clerical,<=50K
28.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
,Private,HS-grad,cat1,48.0,Adm-clerical,<=50K
54.0,State-gov,HS-grad,cat2,,Adm-clerical,<=50K
25.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
64.0,Local-gov,HS-grad,cat2,40.0,Handlers-cleaners,<=50K
17.0,Private,HS-grad,,20.0,Sales,<=50K
53.0,Federal-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
50.0,Private,9th,cat1,,Transport-moving,<=50K
57.0,Private,HS-grad,,38.0,Exec-managerial,<=50K
51.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
20.0,?,Some-college,cat1,30.0,?,<=50K
47.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
25.0,Private,HS-grad,cat1,52.0,Transport-moving,<=50K
,State-gov,Prof-school,cat1,52.0,Exec-managerial,>50K
20.0,Private,HS-grad,cat1,30.0,Adm-clerical,<=50K
43.0,State-gov,Prof-school,cat1,70.0,Prof-specialty,>50K
46.0,Private,Bachelors,,40.0,Prof-specialty,<=50K
54.0,Private,HS-grad,cat1,38.0,Adm-clerical,<=50K
53.0,Private,Some-college,cat1,15.0,Exec-managerial,<=50K
21.0,Private,HS-grad,cat1,30.0,Craft-repair,<=50K
58.0,Private,Some-college,,40.0,Other-service,<=50K
30.0,Private,Bachelors,cat1,55.0,Sales,>50K
61.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
56.0,State-gov,,cat1,35.0,Adm-clerical,<=50K
59.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
,Private,HS-grad,cat1,20.0,Handlers-cleaners,<=50K
33.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
46.0,Private,HS-grad,cat1,40.0,Adm-clerical,>50K
,Local-gov,Some-college,cat1,38.0,Protective-serv,>50K
48.0,Private,HS-grad,cat1,28.0,,<=50K
33.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
21.0,Private,Some-college,cat1,40.0,Handlers-cleaners,<=50K
27.0,Private,HS-grad,cat1,45.0,Adm-clerical,<=50K
31.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
28.0,Private,Bachelors,cat1,40.0,Machine-op-inspct,<=50K
45.0,Local-gov,Some-college,cat1,38.0,Adm-clerical,<=50K
51.0,Private,HS-grad,cat2,40.0,Machine-op-inspct,>50K
46.0,State-gov,HS-grad,cat1,40.0,Other-service,<=50K
25.0,Private,Some-college,,25.0,Sales,<=50K
61.0,Private,Some-college,cat2,40.0,Adm-clerical,>50K
17.0,Private,11th,cat1,30.0,Sales,<=50K
26.0,Private,Bachelors,cat2,40.0,Craft-repair,<=50K
,Private,,,60.0,Craft-repair,<=50K
33.0,Self-emp-not-inc,11th,cat1,70.0,Exec-managerial,<=50K
37.0,Private,12th,cat1,33.0,Sales,<=50K
39.0,Local-gov,HS-grad,cat1,35.0,Adm-clerical,<=50K
42.0,Private,HS-grad,cat1,30.0,Other-service,<=50K
35.0,Private,Bachelors,cat2,47.0,Exec-managerial,>50K
45.0,Private,HS-grad,cat1,50.0,Tech-support,>50K
47.0,Self-emp-inc,Bachelors,cat1,40.0,Sales,>50K
64.0,Private,11th,,48.0,Craft-repair,<=50K
39.0,Private,Prof-school,cat4,47.0,Exec-managerial,>50K
43.0,?,HS-grad,cat1,40.0,?,<=50K
34.0,Private,HS-grad,cat1,40.0,Prof-specialty,<=50K
62.0,Private,Bachelors,,40.0,Prof-specialty,>50K
53.0,Private,Some-college,cat4,40.0,Prof-specialty,>50K
31.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
26.0,Private,HS-grad,cat1,40.0,Sales,<=50K
56.0,Self-emp-inc,7th-8th,,50.0,Craft-repair,>50K
43.0,Private,Some-college,cat1,40.0,Other-service,<=50K
33.0,Private,Some-college,,,Sales,<=50K
45.0,Self-emp-not-inc,,cat1,40.0,Craft-repair,>50K
46.0,Private,Some-college,cat1,55.0,Sales,<=50K
26.0,Private,Assoc-voc,,80.0,Handlers-cleaners,<=50K
24.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
43.0,Private,Bachelors,cat1,50.0,Farming-fishing,>50K
40.0,Private,Assoc-voc,cat1,40.0,Machine-op-inspct,<=50K
61.0,Private,7th-8th,cat1,35.0,Other-service,<=50K
34.0,Federal-gov,Some-college,,72.0,Adm-clerical,<=50K
85.0,Private,HS-grad,cat1,35.0,Sales,<=50K
41.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
31.0,,Assoc-acdm,cat2,35.0,Adm-clerical,<=50K
22.0,Private,Some-college,cat1,30.0,,<=50K
60.0,Private,HS-grad,cat1,40.0,,<=50K
29.0,Private,Assoc-acdm,cat1,36.0,Prof-specialty,<=50K
34.0,?,HS-grad,cat1,40.0,?,<=50K
,State-gov,Bachelors,cat2,45.0,,<=50K
24.0,Private,HS-grad,cat1,30.0,Sales,<=50K
45.0,Local-gov,Masters,,40.0,Prof-specialty,<=50K
21.0,Local-gov,12th,,20.0,Other-service,<=50K
30.0,Private,,cat1,37.0,Transport-moving,>50K
50.0,Self-emp-inc,Some-college,cat1,99.0,Exec-managerial,>50K
41.0,Self-emp-not-inc,HS-grad,cat1,40.0,Exec-managerial,>50K
21.0,Private,HS-grad,cat1,33.0,Sales,<=50K
45.0,Private,HS-grad,cat1,45.0,Craft-repair,<=50K
34.0,Private,Bachelors,,40.0,Exec-managerial,>50K
28.0,,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
,Private,HS-grad,,40.0,Other-service,<=50K
26.0,,Bachelors,cat3,50.0,Prof-specialty,>50K
48.0,Private,Bachelors,,45.0,Transport-moving,>50K
69.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
41.0,Private,Some-college,,40.0,Adm-clerical,<=50K
43.0,Private,Bachelors,cat1,40.0,Adm-clerical,<=50K
28.0,,HS-grad,cat1,40.0,Craft-repair,<=50K
65.0,Local-gov,Some-college,,,Adm-clerical,<=50K
31.0,Private,Bachelors,cat1,38.0,Exec-managerial,<=50K
28.0,Private,Bachelors,cat1,40.0,Adm-clerical,<=50K
51.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
45.0,Private,Some-college,cat1,80.0,Craft-repair,<=50K
43.0,Private,HS-grad,cat1,38.0,Adm-clerical,<=50K
31.0,Private,Assoc-acdm,cat1,60.0,Sales,<=50K
31.0,Private,Some-college,cat1,55.0,Craft-repair,>50K
45.0,Private,Some-college,,40.0,Craft-repair,<=50K
20.0,Private,Bachelors,cat1,30.0,Sales,<=50K
25.0,Private,Bachelors,cat1,40.0,Tech-support,<=50K
36.0,Private,HS-grad,cat1,30.0,Handlers-cleaners,<=50K
31.0,Private,Bachelors,,50.0,Sales,<=50K
56.0,Private,Some-college,cat1,45.0,,<=50K
26.0,Private,Bachelors,cat1,18.0,Sales,<=50K
47.0,Self-emp-not-inc,Some-college,cat1,65.0,Exec-managerial,<=50K
40.0,Self-emp-inc,HS-grad,cat1,50.0,Exec-managerial,<=50K
32.0,Private,HS-grad,cat1,48.0,Exec-managerial,<=50K
34.0,State-gov,Masters,cat1,24.0,Prof-specialty,<=50K
37.0,Private,HS-grad,cat1,,Exec-managerial,<=50K
38.0,Private,HS-grad,cat1,45.0,,<=50K
,Private,Assoc-voc,cat1,16.0,Other-service,<=50K
49.0,Private,,cat1,40.0,Handlers-cleaners,<=50K
18.0,?,HS-grad,cat1,25.0,?,<=50K
26.0,Private,Assoc-acdm,cat1,40.0,Prof-specialty,<=50K
82.0,Private,7th-8th,,2.0,Handlers-cleaners,<=50K
40.0,Private,HS-grad,,40.0,Craft-repair,<=50K
28.0,Private,Some-college,,50.0,Craft-repair,<=50K
23.0,Private,HS-grad,cat1,,Sales,<=50K
19.0,Private,Some-college,,40.0,Adm-clerical,<=50K
67.0,Private,HS-grad,cat1,32.0,Handlers-cleaners,<=50K
43.0,Private,Bachelors,,40.0,Exec-managerial,>50K
41.0,Private,Assoc-acdm,cat1,50.0,Adm-clerical,<=50K
37.0,Private,Assoc-voc,,40.0,Prof-specialty,<=50K
20.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
40.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
47.0,Private,Masters,cat4,50.0,Exec-managerial,>50K
40.0,Private,HS-grad,cat1,40.0,Tech-support,<=50K
39.0,State-gov,Bachelors,cat1,40.0,Exec-managerial,<=50K
24.0,Private,Some-college,,20.0,Adm-clerical,<=50K
78.0,?,HS-grad,,32.0,?,<=50K
67.0,?,Assoc-voc,,1.0,?,<=50K
49.0,Private,Bachelors,,45.0,Sales,>50K
,Private,HS-grad,cat1,10.0,Machine-op-inspct,<=50K
52.0,Private,HS-grad,cat1,40.0,,<=50K
59.0,Self-emp-inc,HS-grad,,60.0,Exec-managerial,<=50K
72.0,,HS-grad,cat1,12.0,Priv-house-serv,<=50K
35.0,Federal-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
30.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
36.0,Private,Some-college,cat1,,Other-service,<=50K
26.0,Private,,cat1,40.0,Tech-support,<=50K
23.0,Private,Bachelors,cat1,35.0,Other-service,<=50K
39.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
40.0,Self-emp-not-inc,Prof-school,cat1,40.0,Prof-specialty,<=50K
29.0,Private,Bachelors,,40.0,Prof-specialty,<=50K
38.0,Private,Bachelors,cat1,20.0,Other-service,<=50K
63.0,Private,Bachelors,cat1,40.0,Adm-clerical,<=50K
58.0,Self-emp-not-inc,HS-grad,cat1,40.0,Exec-managerial,>50K
30.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
38.0,State-gov,HS-grad,cat1,40.0,Other-service,<=50K
25.0,Private,5th-6th,cat1,33.0,Adm-clerical,<=50K
44.0,State-gov,Masters,cat1,40.0,Prof-specialty,>50K
,Private,Assoc-voc,cat1,40.0,Adm-clerical,>50K
21.0,Private,Some-college,cat1,30.0,Transport-moving,<=50K
41.0,Local-gov,Assoc-acdm,cat1,40.0,Exec-managerial,<=50K
38.0,Private,Bachelors,cat1,50.0,Sales,>50K
75.0,?,Bachelors,cat1,6.0,?,<=50K
29.0,Private,Some-college,,40.0,Craft-repair,<=50K
52.0,Self-emp-not-inc,HS-grad,,70.0,Farming-fishing,<=50K
47.0,Private,HS-grad,cat1,45.0,Exec-managerial,<=50K
28.0,Private,,cat4,50.0,Prof-specialty,>50K
24.0,Private,Some-college,cat1,40.0,Priv-house-serv,<=50K
30.0,State-gov,Masters,cat1,10.0,Prof-specialty,<=50K
30.0,Private,Some-college,cat4,60.0,Exec-managerial,>50K
40.0,Private,Assoc-acdm,cat1,40.0,Exec-managerial,>50K
27.0,Private,Some-college,cat1,30.0,Other-service,<=50K
26.0,Private,HS-grad,cat1,44.0,Protective-serv,<=50K
32.0,Private,HS-grad,cat1,37.0,Other-service,<=50K
36.0,State-gov,Bachelors,cat1,40.0,,<=50K
26.0,Private,12th,cat1,40.0,Transport-moving,<=50K
25.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
39.0,Private,Some-college,cat1,40.0,Tech-support,<=50K
27.0,Private,Assoc-voc,,40.0,Tech-support,<=50K
24.0,Private,HS-grad,cat1,50.0,Farming-fishing,<=50K
38.0,Self-emp-inc,Bachelors,cat2,40.0,Sales,>50K
35.0,Self-emp-not-inc,HS-grad,cat1,55.0,Farming-fishing,<=50K
29.0,Private,Assoc-voc,cat1,40.0,Tech-support,<=50K
49.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
36.0,Private,9th,,40.0,Machine-op-inspct,<=50K
47.0,Self-emp-not-inc,Doctorate,cat1,50.0,Craft-repair,<=50K
21.0,Private,Some-college,cat1,40.0,Other-service,<=50K
35.0,Private,Bachelors,,40.0,Prof-specialty,>50K
38.0,Private,1st-4th,,40.0,Handlers-cleaners,<=50K
,?,Some-college,cat1,40.0,?,<=50K
45.0,Private,Masters,,50.0,Exec-managerial,>50K
19.0,Private,Some-college,cat1,15.0,Other-service,<=50K
18.0,Private,HS-grad,cat1,22.0,Handlers-cleaners,<=50K
37.0,Private,Prof-school,cat1,40.0,Exec-managerial,<=50K
49.0,Private,Bachelors,cat1,40.0,,<=50K
33.0,Local-gov,Assoc-voc,cat1,48.0,Protective-serv,>50K
27.0,Private,Some-college,cat1,40.0,Sales,>50K
34.0,Local-gov,Some-college,cat1,,Adm-clerical,<=50K
54.0,State-gov,Masters,cat1,40.0,Prof-specialty,<=50K
24.0,Self-emp-inc,,cat1,40.0,Transport-moving,<=50K
44.0,Self-emp-not-inc,Prof-school,cat1,60.0,Prof-specialty,>50K
48.0,Self-emp-not-inc,Bachelors,,50.0,Craft-repair,<=50K
23.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
,Private,HS-grad,cat1,38.0,Other-service,<=50K
21.0,Private,,cat1,9.0,Other-service,<=50K
18.0,Private,12th,cat1,32.0,Other-service,<=50K
18.0,Private,9th,cat1,32.0,Sales,<=50K
29.0,Private,HS-grad,,40.0,,<=50K
29.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
41.0,Private,HS-grad,cat1,40.0,,<=50K
32.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
61.0,Private,10th,cat1,24.0,Other-service,<=50K
79.0,Private,HS-grad,cat1,6.0,Prof-specialty,<=50K
34.0,Private,,,40.0,Machine-op-inspct,<=50K
46.0,Private,Bachelors,cat1,,Exec-managerial,>50K
50.0,Self-emp-not-inc,Assoc-voc,cat1,60.0,Sales,>50K
29.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
23.0,Private,Some-college,,40.0,Adm-clerical,<=50K
64.0,Private,Some-college,,40.0,Adm-clerical,<=50K
70.0,Local-gov,Masters,cat2,50.0,Prof-specialty,>50K
28.0,Local-gov,Assoc-acdm,cat1,40.0,Adm-clerical,<=50K
51.0,Private,Assoc-voc,cat1,,Handlers-cleaners,<=50K
20.0,?,Some-college,cat1,40.0,?,<=50K
34.0,State-gov,Bachelors,cat2,55.0,Prof-specialty,<=50K
29.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
49.0,Private,Bachelors,cat1,40.0,Other-service,<=50K
77.0,Self-emp-inc,Some-college,cat1,40.0,Exec-managerial,<=50K
32.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
27.0,Private,Bachelors,cat1,40.0,,>50K
22.0,Private,Some-college,cat1,40.0,Sales,<=50K
35.0,Local-gov,HS-grad,cat1,40.0,Craft-repair,>50K
42.0,Local-gov,Bachelors,cat1,,Protective-serv,>50K
35.0,State-gov,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
62.0,?,HS-grad,cat1,,?,<=50K
33.0,,HS-grad,cat2,16.0,Protective-serv,<=50K
45.0,Private,Some-college,cat1,55.0,Exec-managerial,<=50K
19.0,Private,Some-college,cat1,40.0,Sales,<=50K
38.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
26.0,Private,HS-grad,,45.0,Machine-op-inspct,<=50K
29.0,Private,Bachelors,cat1,,Exec-managerial,<=50K
33.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
35.0,Self-emp-not-inc,HS-grad,cat1,80.0,Farming-fishing,<=50K
42.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
20.0,Private,Assoc-voc,cat1,,Other-service,<=50K
43.0,Federal-gov,Masters,cat1,40.0,,>50K
69.0,Private,11th,cat1,45.0,Prof-specialty,<=50K
39.0,Private,HS-grad,cat1,,Transport-moving,<=50K
,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
28.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
26.0,Federal-gov,Bachelors,cat1,,Tech-support,<=50K
32.0,Private,Some-college,cat1,30.0,Sales,<=50K
43.0,Federal-gov,Bachelors,,40.0,Exec-managerial,>50K
49.0,Private,HS-grad,cat1,30.0,Exec-managerial,<=50K
28.0,Private,,cat1,60.0,Other-service,<=50K
35.0,Private,HS-grad,cat2,40.0,Machine-op-inspct,<=50K
19.0,?,Some-college,cat2,10.0,?,<=50K
35.0,Local-gov,HS-grad,cat1,40.0,Craft-repair,>50K
,Private,HS-grad,cat1,,Adm-clerical,<=50K
45.0,Private,9th,cat1,,Transport-moving,<=50K
23.0,Private,HS-grad,cat1,48.0,Sales,<=50K
45.0,Private,HS-grad,,40.0,Craft-repair,<=50K
42.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
35.0,Private,Bachelors,cat1,40.0,Other-service,<=50K
45.0,Private,Bachelors,cat1,50.0,Prof-specialty,>50K
28.0,Federal-gov,Bachelors,cat1,40.0,Exec-managerial,<=50K
64.0,Self-emp-inc,Assoc-voc,cat1,10.0,Craft-repair,<=50K
44.0,,Prof-school,cat1,40.0,Prof-specialty,<=50K
59.0,Self-emp-not-inc,HS-grad,cat1,40.0,Farming-fishing,>50K
41.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
,Private,Some-college,cat1,25.0,Sales,<=50K
29.0,,Assoc-voc,cat2,40.0,,<=50K
51.0,Self-emp-not-inc,HS-grad,cat2,40.0,Farming-fishing,>50K
22.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
49.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
53.0,Private,Assoc-acdm,,80.0,Sales,>50K
38.0,Private,Some-college,cat2,44.0,Adm-clerical,<=50K
23.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
20.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
40.0,Private,Bachelors,cat1,40.0,Craft-repair,<=50K
25.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
27.0,Private,Some-college,cat1,40.0,Tech-support,<=50K
20.0,Private,HS-grad,cat1,30.0,Other-service,<=50K
37.0,Private,HS-grad,cat1,20.0,Other-service,<=50K
40.0,Local-gov,HS-grad,cat1,40.0,Other-service,<=50K
28.0,Private,Bachelors,cat2,40.0,Exec-managerial,>50K
38.0,Self-emp-not-inc,HS-grad,cat1,40.0,Other-service,<=50K
42.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
32.0,Federal-gov,Assoc-acdm,cat2,40.0,Protective-serv,<=50K
20.0,Private,,,,Sales,<=50K
62.0,State-gov,Bachelors,cat1,38.0,Adm-clerical,<=50K
31.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
31.0,Self-emp-not-inc,HS-grad,cat1,60.0,Craft-repair,<=50K
24.0,,HS-grad,,40.0,Adm-clerical,<=50K
62.0,Local-gov,7th-8th,cat1,35.0,Other-service,<=50K
43.0,Local-gov,Some-college,cat1,40.0,Craft-repair,>50K
21.0,Private,Some-college,,50.0,Transport-moving,<=50K
30.0,Self-emp-inc,,,40.0,Exec-managerial,<=50K
,?,HS-grad,cat1,40.0,?,<=50K
18.0,Private,10th,,40.0,Handlers-cleaners,<=50K
59.0,Local-gov,Masters,cat1,40.0,Prof-specialty,<=50K
24.0,Self-emp-not-inc,7th-8th,,40.0,Transport-moving,>50K
49.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
19.0,State-gov,11th,cat1,30.0,Other-service,<=50K
48.0,Private,HS-grad,cat2,40.0,Machine-op-inspct,>50K
32.0,Private,Prof-school,cat4,60.0,Sales,>50K
33.0,,10th,cat1,45.0,Machine-op-inspct,<=50K
23.0,Private,Bachelors,cat1,15.0,Sales,<=50K
33.0,Federal-gov,Prof-school,cat1,65.0,Prof-specialty,>50K
50.0,Federal-gov,Some-college,,40.0,Exec-managerial,>50K
30.0,Private,Bachelors,cat1,43.0,Exec-managerial,<=50K
32.0,Private,Assoc-acdm,cat1,42.0,Prof-specialty,<=50K
39.0,Private,Some-college,cat2,65.0,Sales,<=50K
,Private,Some-college,,20.0,Sales,<=50K
,Private,Bachelors,cat1,21.0,Prof-specialty,<=50K
32.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
57.0,Private,,cat1,40.0,Handlers-cleaners,<=50K
22.0,,Some-college,cat1,10.0,Prof-specialty,<=50K
70.0,Private,HS-grad,cat1,5.0,Adm-clerical,<=50K
34.0,Private,Some-college,cat1,84.0,Tech-support,>50K
53.0,Private,Masters,cat1,40.0,Sales,<=50K
21.0,Private,Some-college,cat1,45.0,,<=50K
37.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
60.0,Self-emp-not-inc,,,50.0,Craft-repair,>50K
,Private,11th,cat3,40.0,Craft-repair,>50K
32.0,Private,10th,cat1,80.0,Transport-moving,>50K
57.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
65.0,,HS-grad,cat1,40.0,?,<=50K
25.0,Private,Some-college,cat1,30.0,Adm-clerical,<=50K
30.0,Private,HS-grad,cat1,46.0,Craft-repair,<=50K
31.0,Private,HS-grad,,40.0,,<=50K
19.0,Private,Some-college,,35.0,Other-service,<=50K
23.0,State-gov,Bachelors,,38.0,Tech-support,<=50K
44.0,Private,HS-grad,cat1,40.0,Sales,<=50K
43.0,?,Some-college,cat1,45.0,?,>50K
42.0,Private,Some-college,cat1,40.0,Machine-op-inspct,<=50K
34.0,Self-emp-not-inc,11th,cat1,40.0,Machine-op-inspct,<=50K
32.0,Private,HS-grad,cat1,40.0,Craft-repair,>50K
25.0,Private,Assoc-voc,cat1,40.0,Tech-support,<=50K
21.0,,Some-college,cat1,40.0,Exec-managerial,<=50K
31.0,Private,HS-grad,cat1,60.0,,<=50K
36.0,,Assoc-voc,cat1,,Prof-specialty,<=50K
49.0,Self-emp-not-inc,Some-college,cat1,65.0,Craft-repair,<=50K
44.0,Private,Bachelors,cat1,32.0,Adm-clerical,<=50K
42.0,Private,Assoc-voc,cat1,40.0,Sales,>50K
30.0,Private,HS-grad,cat1,,Protective-serv,<=50K
33.0,Private,10th,cat1,40.0,Machine-op-inspct,<=50K
36.0,Self-emp-not-inc,Bachelors,cat1,45.0,Other-service,>50K
17.0,Private,,cat1,,Other-service,<=50K
20.0,Private,Some-college,cat1,25.0,Sales,<=50K
32.0,Private,HS-grad,cat1,50.0,Craft-repair,<=50K
33.0,Self-emp-not-inc,HS-grad,cat1,40.0,Craft-repair,<=50K
37.0,Private,Some-college,cat1,60.0,Exec-managerial,<=50K
60.0,Private,10th,,48.0,Farming-fishing,<=50K
35.0,State-gov,Some-college,cat1,15.0,Adm-clerical,<=50K
43.0,Federal-gov,Bachelors,cat1,40.0,Adm-clerical,<=50K
46.0,Private,Some-college,cat1,40.0,Tech-support,>50K
29.0,Self-emp-not-inc,HS-grad,cat2,40.0,Transport-moving,>50K
36.0,Private,Bachelors,cat1,42.0,Sales,>50K
27.0,Private,HS-grad,cat1,40.0,Craft-repair,>50K
50.0,Private,Some-college,cat1,84.0,Exec-managerial,>50K
22.0,Private,Some-college,cat1,44.0,Adm-clerical,<=50K
33.0,State-gov,Masters,cat1,60.0,Prof-specialty,<=50K
61.0,Private,10th,cat1,40.0,Sales,<=50K
28.0,?,Assoc-voc,cat1,40.0,?,<=50K
41.0,Self-emp-not-inc,Assoc-voc,,70.0,Farming-fishing,>50K
,Private,Some-college,,40.0,Transport-moving,<=50K
27.0,Private,Bachelors,,40.0,Prof-specialty,<=50K
25.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
32.0,Private,HS-grad,cat1,,Machine-op-inspct,<=50K
28.0,Private,Masters,cat1,50.0,Prof-specialty,<=50K
25.0,Private,Bachelors,,35.0,,<=50K
28.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
37.0,Local-gov,Bachelors,cat1,30.0,Prof-specialty,>50K
58.0,Private,HS-grad,,37.0,Adm-clerical,<=50K
39.0,Private,HS-grad,cat1,,Handlers-cleaners,<=50K
33.0,Private,Some-college,cat1,40.0,Other-service,<=50K
59.0,Private,,cat1,40.0,Craft-repair,>50K
58.0,Private,Bachelors,cat1,20.0,Craft-repair,<=50K
38.0,Private,Assoc-voc,,36.0,Prof-specialty,>50K
34.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
31.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
48.0,Local-gov,HS-grad,cat1,40.0,Craft-repair,>50K
65.0,,HS-grad,cat1,40.0,?,<=50K
45.0,Private,HS-grad,cat1,50.0,,<=50K
80.0,?,Prof-school,cat3,10.0,?,>50K
23.0,,HS-grad,,40.0,Other-service,<=50K
33.0,Private,Masters,cat1,37.0,Prof-specialty,>50K
38.0,Self-emp-not-inc,Some-college,cat1,,Farming-fishing,<=50K
44.0,Self-emp-not-inc,Masters,,40.0,Farming-fishing,>50K
48.0,Local-gov,Masters,cat2,40.0,Exec-managerial,>50K
40.0,State-gov,HS-grad,cat1,40.0,Craft-repair,<=50K
19.0,Local-gov,HS-grad,,,Craft-repair,<=50K
45.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
34.0,Private,Some-college,cat1,40.0,Prof-specialty,<=50K
70.0,Private,Some-college,,80.0,Other-service,<=50K
32.0,Local-gov,Masters,cat1,60.0,Prof-specialty,<=50K
33.0,Private,Assoc-voc,cat1,40.0,Other-service,<=50K
,Private,Bachelors,,40.0,Exec-managerial,<=50K
30.0,Local-gov,Bachelors,,15.0,Prof-specialty,<=50K
22.0,Private,Some-college,,25.0,Sales,<=50K
52.0,Self-emp-inc,Prof-school,,65.0,Prof-specialty,>50K
67.0,Self-emp-not-inc,10th,cat2,80.0,Farming-fishing,<=50K
40.0,Private,HS-grad,cat1,45.0,Exec-managerial,<=50K
55.0,Private,Assoc-voc,cat1,20.0,Prof-specialty,<=50K
29.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
62.0,Private,HS-grad,cat1,16.0,Sales,<=50K
22.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
64.0,,9th,cat1,40.0,Craft-repair,<=50K
29.0,Self-emp-not-inc,Bachelors,cat1,50.0,Exec-managerial,<=50K
28.0,Private,Some-college,cat1,40.0,Exec-managerial,<=50K
25.0,Private,,cat1,40.0,Exec-managerial,<=50K
47.0,,Doctorate,cat4,50.0,Prof-specialty,>50K
26.0,Private,Bachelors,,40.0,Transport-moving,>50K
18.0,Private,12th,,27.0,Other-service,<=50K
52.0,Self-emp-inc,10th,cat2,45.0,Sales,<=50K
48.0,Local-gov,Bachelors,cat1,,Prof-specialty,>50K
36.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
23.0,Private,Assoc-voc,cat1,30.0,Adm-clerical,<=50K
